project,amt_2024_actual,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_climate,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
NUT.2.FNS.1.1.1. Promote commercial food production by empowering farmers' cooperatives / clusters and private/commercial farmers at the LGAs and community level.,0.0,0.0,0.0,0.0,500000000.0,0.0,500000000.0,213,0.15523,0.1732,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20842800,State wide,01010226000200,Agriculture sector coordination mechanisms
NUT.2.FNS.1.5.4. Production/Procurement and distribution of Ready-to-Use Therapeutic Food (RUTF) packages to nutrition-in -emergency affected people,0.0,0.0,0.0,0.0,150000000.0,0.0,150000000.0,213,0.16258,0.18056,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70421,AGRICULTURE,20842800,State wide,01010226000300,Agriculture sector coordination mechanisms
NUT.2.FNS.4.2. 2 Promote productive capacity through encouraging private sector engagement in food and nutrition related investment,0.0,0.0,0.0,0.0,1000000000.0,0.0,1000000000.0,213,0.17075,0.18873,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70421,AGRICULTURE,20842800,State wide,01010226000400,Agriculture sector coordination mechanisms
NUT.2.FNS.1.1. 4. Build the capacity of Agric. Extension Officers on improved techniques in crop and animal production,0.0,0.0,0.0,0.0,200000000.0,0.0,200000000.0,213,0.17892,0.1969,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23050101,RESEARCH AND DEVELOPMENT,70421,AGRICULTURE,20842800,State wide,01010226000500,Agriculture sector coordination mechanisms
NUT.2.FNS.1.6.7 Conduct Training and retraining on food and nutrition to augment the capacity of Agric. and Home Economics Teachers in primary and Post primary schools,0.0,0.0,0.0,0.0,100000000.0,0.0,100000000.0,213,0.18709,0.20507,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23050130,HUMAN CAPITAL DEVELOPMENT,70421,AGRICULTURE,20842800,State wide,01010226000600,Agriculture sector coordination mechanisms
Purchase Of 1 No of Power Generating Set (30Kva) For Borno state Agricultural Development Programme,0.0,0.0,0.0,0.0,250000000.0,0.0,0.0,213,0.19526,0.21324,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23030128,REHABILITATION/REPAIRS OF INFRASTRUCTURES,70421,AGRICULTURE,20842800,State wide,01010226000700,Agriculture sector coordination mechanisms
Purchase Of 5 Nos of ploughs and Harrows in Maiduguri,0.0,0.0,0.0,0.0,500000000.0,0.0,0.0,213,0.20343,0.22141,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23030129,REPAIRS OF EQUIPMENT AND MACHINERIES,70421,AGRICULTURE,20842800,State wide,01010226000800,Agriculture sector coordination mechanisms
"Purchases Of 5 Nos of Theodolites, 5 Nos of Measuring wheels and measuring tapes For Use In The 27 LGA's",0.0,0.0,0.0,0.0,150000000.0,0.0,0.0,213,0.21078,0.22876,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23040102,EROSION & FLOOD CONTROL,70421,AGRICULTURE,20842800,State wide,01010226000900,Agriculture sector coordination mechanisms
Climate Change Management & Control Across The State,0.0,0.0,0.0,0.0,800000000.0,0.0,0.0,213,0.21895,0.23693,021500100100,MINISTRY OF AGRICULTURE AND NATURAL RESOURCES,23040106,CLIMATE CHANGE MANAGEMENT & CONTROL,70611,HOUSING DEVELOPMENT,20842800,State wide,01010226001000,Agriculture sector coordination mechanisms
Purchase Of 15 Nos of office chairs and 10 Nos of office tables Within The Borno state Agricultural Development Programme,0.0,3307000.0,3307000.0,2345000.0,3307000.0,0.0,0.0,213,0.2598,0.27778,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000100,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of 5 Nos Hp Desktop Computers And 2 Nos Hp Laptops For Borno state Agricultural Development Programme,0.0,3307000.0,3307000.0,0.0,3307000.0,0.0,0.0,213,0.26716,0.28513,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010113,PURCHASE OF COMPUTERS,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000200,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of 5 Nos Sharp Photocopying Machines For Borno state Agricultural Development Programme,0.0,3307000.0,3307000.0,0.0,3307000.0,0.0,0.0,213,0.27533,0.2933,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010115,PURCHASE OF PHOTOCOPYING MACHINES,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000300,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of 5 Nos of Hp Scanners For Borno state Agricultural Development Programme,4312447.22,3307000.0,3307000.0,0.0,3307000.0,0.0,0.0,213,0.2835,0.30147,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010118,PURCHASE OF SCANNERS,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000600,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of 1 No of Power Generating Set (30Kva) For Borno state Agricultural Development Programme,0.0,25547000.0,25547000.0,0.0,23547000.0,0.0,0.0,213,0.29167,0.30964,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010119,PURCHASE OF POWER GENERATING SET,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000700,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of 5 Nos of ploughs and Harrows in Maiduguri,0.0,11000000.0,11000000.0,3480000.0,11000000.0,0.0,0.0,213,0.29984,0.31781,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20822100,MAIDUGURI METRO,01070424000200,"Adaptive research, unified and all-inclusive extension services delivery"
"Purchases Of 5 Nos of Theodolites, 5 Nos of Measuring wheels and measuring tapes For Use In The 27 LG",0.0,2050000.0,2050000.0,0.0,2050000.0,0.0,0.0,213,0.30801,0.32598,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23010133,PURCHASES OF SURVEYING EQUIPMENT70421 - AGRICULTURE,,A's,20842800,State wide,01070424000400,"Adaptive research, unified and all-inclusive extension services delivery"
Rehabilitation Of 1 block Office Building Within in Borno state Agricultural Development Programme,0.0,30175000.0,30175000.0,9700000.0,30175000.0,0.0,0.0,213,0.31536,0.33333,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70611,HOUSING DEVELOPMENT,20842800,State wide,01070424000900,"Adaptive research, unified and all-inclusive extension services delivery"
Climate Change Management & Control Across The State,0.0,15000000.0,15000000.0,0.0,10000000.0,10000000.0,0.0,213,0.32353,0.3415,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23040106,CLIMATE CHANGE MANAGEMENT & CONTROL,70421,AGRICULTURE,20842800,State wide,01070424000100,"Adaptive research, unified and all-inclusive extension services delivery"
Repairs Of The Existing farm center Office Buildings For Borno State Agricultural Mechanization Authority,0.0,0.0,26000000.0,0.0,10000000.0,0.0,0.0,213,0.3317,0.34967,021510200100,BORNO STATE AGRICULTURAL DEVELOPMENT PROGRAMME (BOSADP),23050101,RESEARCH AND DEVELOPMENT,70421,AGRICULTURE,20842800,State wide,01070426000100,"Adaptive research, unified and all-inclusive extension services delivery"
Purchase Of Golf Wagon 1 Unit and 1 No of Toyota Hilux For the chief executive Borno State Agricultural Mechanization Authority,0.0,20000000.0,20000000.0,0.0,25000000.0,0.0,0.0,213,0.37173,0.38971,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23010105,PURCHASE OF MOTOR VEHICLES,70421,AGRICULTURE,20821300,JERE,01030224000200,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
Purchase Of 1 No of 30 Kva Power Generating Set For Borno State Agricultural Mechanization Authority,0.0,15000000.0,15000000.0,0.0,15000000.0,0.0,0.0,213,0.3799,0.39788,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23010119,PURCHASE OF POWER GENERATING SET,70421,AGRICULTURE,20821300,JERE,01030224000300,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
"Procurement of Agricultural Equipment Dis Plough, Farmtrac Tractors, dis Harrow and Bulldozer D7 1 Unit & Low Loader Bed With Prime 1 Unit For Borno State Agricultural Mechanization Authority.",420000.0,1033000000.0,33000000.0,250000.0,510000000.0,0.0,0.0,213,0.38807,0.40605,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT,70421,AGRICULTURE,20821300,JERE,01030224000100,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
"Repairs Of 2 Nos of Tractors, 3 Nos Ploughs, 3 Nos Harrows, Ridgers For Borno State Agricultural Mechanization Authority",0.0,45000000.0,45000000.0,0.0,70000000.0,0.0,0.0,213,0.39624,0.41422,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23030112,REHABILITATION / REPAIRS - AGRICICULTURAL FACILITIES,70421,AGRICULTURE,20821300,JERE,01030224000200,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
Repairs Of The Existing farm center Office Buildings For Borno State Agricultural Mechanization Authority,0.0,50000000.0,50000000.0,250000.0,45000000.0,0.0,0.0,213,0.40441,0.42239,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70421,AGRICULTURE,20821300,JERE,01030224000100,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
Monitoring And Evaluation Of Projects To Ascertain The Level Of Execution And Completion For Borno State Agricultural Mechanization Authority,0.0,50000000.0,50000000.0,0.0,30000000.0,0.0,0.0,213,0.41258,0.43056,021511100100,BORNO STATE AGRICULTURAL MECHANIZATION AUTHORITY,23050103,MONITORING AND EVALUATION,70421,AGRICULTURE,20842800,State wide,01030224000100,"Intensive crop and vegetable production (irrigation, crop diversification etc.)"
Procurement of silage and hay mechanications,0.0,500000000.0,500000000.0,0.0,317247000.0,0.0,0.0,213,0.45261,0.47059,026500100100,MINISTRY OF LIVESTOCK AND FISHERIES DEVELOPMENT,23010146,PURCHASE OF LIVESTOCK EQUIPMENT,70423,FISHING AND HUNTING,20822100,MAIDUGURI METRO,01050125000100,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
Procurement of exotic goat for breeding purpose,0.0,700000000.0,700000000.0,0.0,200000000.0,0.0,0.0,213,0.46078,0.47876,026500100100,MINISTRY OF LIVESTOCK AND FISHERIES DEVELOPMENT,23010147,PURCHASE OF LIVESTOCK ASSETS,70423,FISHING AND HUNTING,20822100,MAIDUGURI METRO,01050125000200,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
constructions of silge bunkers in the three RUGA and the 10 Federal constituencies,0.0,2000000000.0,1000000000.0,3170000.0,10000000000.0,0.0,0.0,213,0.46814,0.48611,026500100100,MINISTRY OF LIVESTOCK AND FISHERIES DEVELOPMENT,23020128,CONSTRUCTION / PROVISION OF LIVESTOCK FACILITIES,70621,COMMUNITY DEVELOPMENT,20811700,KUKAWA,01050125000300,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
Livestock development hubs in 10 Federal Contituencies of Borno State,0.0,1000000000.0,1000000000.0,474913350.0,1234679000.0,0.0,0.0,213,0.47631,0.49428,026500100100,MINISTRY OF LIVESTOCK AND FISHERIES DEVELOPMENT,23020128,CONSTRUCTION / PROVISION OF LIVESTOCK FACILITIES,70423,FISHING AND HUNTING,20842800,State wide,01050125000400,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
Procurement of silage and hay mechanications,0.0,400000000.0,400000000.0,0.0,1775800000.0,0.0,0.0,213,0.51634,0.53431,026500200100,BORNO STATE LIVESTOCK MANAGEMENT AGENCY (BOLMA),23010146,PURCHASE OF LIVESTOCK EQUIPMENT,70423,FISHING AND HUNTING,20822100,MAIDUGURI METRO,01050125000100,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
Procurement of exotic goat for breeding purpose,0.0,500000000.0,500000000.0,0.0,520000000.0,0.0,0.0,213,0.52451,0.54248,026500200100,BORNO STATE LIVESTOCK MANAGEMENT AGENCY (BOLMA),23010147,PURCHASE OF LIVESTOCK ASSETS,70423,FISHING AND HUNTING,20822100,MAIDUGURI METRO,01050125000200,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
constructions of silge bunkers in the three RUGA and the 10 Federal constituencies,0.0,1500000000.0,500000000.0,0.0,1800000000.0,0.0,0.0,213,0.53268,0.55065,026500200100,BORNO STATE LIVESTOCK MANAGEMENT AGENCY (BOLMA),23020128,CONSTRUCTION / PROVISION OF LIVESTOCK FACILITIES,70621,COMMUNITY DEVELOPMENT,20811700,KUKAWA,01050125000300,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
Livestock development hubs in 10 Federal Contituencies of Borno State,0.0,1303000000.0,1303000000.0,0.0,1000000000.0,0.0,0.0,213,0.54085,0.55882,026500200100,BORNO STATE LIVESTOCK MANAGEMENT AGENCY (BOLMA),23020128,CONSTRUCTION / PROVISION OF LIVESTOCK FACILITIES,70423,FISHING AND HUNTING,20842800,State wide,01050125000400,"Commercial aquaculture development (fish production, feed mills development, fishing inputs etc.)"
"Purchase Of 20Nos. of Toyota Hilux, 20Nos. of Toyota Hiace Bus And 20Nos. of Volkwagen Wagon Vehicle for Ministry of finance",3179860000.0,5400000000.0,7679584000.0,0.0,8600000000.0,0.0,0.0,213,0.58088,0.59886,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010105,PURCHASE OF MOTOR VEHICLES,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010300,Reform of Government and Governance - General
Purchase Of 15Nos. of Toyota Hiace Bus And 5Nos. of Volkwagen Wagon Vehicle for Ministry of Justice,300000000.0,800000000.0,800000000.0,4400000000.0,0.0,0.0,0.0,213,0.58905,0.60703,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010105,PURCHASE OF MOTOR VEHICLES,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010400,Reform of Government and Governance - General
"Purchase Of 10Nos. of Toyota Hilux, And 10Nos. of Volkwagen Wagon Vehicle for Ministry of finance",0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,213,0.59722,0.6152,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010105,PURCHASE OF MOTOR VEHICLES,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010500,Reform of Government and Governance - General
Purchase Of 15Nos. of Executive Tables And 20Nos. of Executive Chairs for Ministry of finance,0.0,800000000.0,5000000.0,44600000.0,800000000.0,0.0,0.0,213,0.60539,0.62337,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010600,Reform of Government and Governance - General
Purchase Of 3Nos. of Hp Desktops proRM And 2Nos. of Hp Pavillion core i5 Laptops Computers for Ministry of finance,0.0,10000000.0,5000000.0,0.0,10000000.0,0.0,0.0,213,0.61356,0.63154,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010113,PURCHASE OF COMPUTERS,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010700,Reform of Government and Governance - General
Purchase Of 4Nos. of Hp Laser Je MR607t Computer Printers for Ministry of finance,250920000.0,5000000.0,300000000.0,0.0,5000000.0,0.0,0.0,213,0.62092,0.63889,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010114,PURCHASE OF COMPUTER PRINTERS,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010800,Reform of Government and Governance - General
Purchase Of 3Nos. of Sharp Photocopying Machines for Ministry of finance,0.0,5000000.0,200000000.0,0.0,5000000.0,0.0,0.0,213,0.62908,0.64706,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124010900,Reform of Government and Governance - General
Purchase Of 10Nos. Fire fighting equipment for Ministry of finance,0.0,300000000.0,50000000.0,0.0,300000000.0,0.0,0.0,213,0.63725,0.65523,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124011000,Reform of Government and Governance - General
Construction Of Ict Center for Ministry of finance.,0.0,200000000.0,200000000.0,1100000.0,200000000.0,0.0,0.0,213,0.64542,0.6634,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,13100124011100,Reform of Government and Governance - General
Repairs of office building for the ministry of finance,0.0,50000000.0,200000000.0,0.0,70000000.0,0.0,0.0,213,0.65359,0.67157,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70611,HOUSING DEVELOPMENT,20822100,MAIDUGURI METRO,13100124011200,Reform of Government and Governance - General
Acquisition of Computer Software for upgrading the transformation for the ministry of finance.,0.0,200000000.0,0.0,0.0,200000000.0,0.0,0.0,213,0.66176,0.67974,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23050102,COMPUTER SOFTWARE ACQUISITION,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100126003400,Reform of Government and Governance - General
NUT.6.Advocacy.6.1.7 Advocate for timely release of funds for food and nutrition activities in MDAs/LGAs,0.0,200000000.0,0.0,0.0,110000000.0,0.0,110000000.0,213,0.66912,0.68709,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23050103,MONITORING AND EVALUATION,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100126003500,Reform of Government and Governance - General
NUT.6.Advocacy.6.1.1 Ensure adequate implementation of the policy through sufficient budgetary allocation and timely release of funds.,0.0,0.0,0.0,0.0,100000000.0,0.0,100000000.0,213,0.67729,0.69526,022000100100,MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT,23050103,MONITORING AND EVALUATION,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100126003600,Reform of Government and Governance - General
Purchase Of 1 No. of Volkwagen Wagon Vehicle for Debt Management Office.,0.0,7200000.0,7200000.0,0.0,7200000.0,0.0,0.0,213,0.71814,0.73611,022000200100,BORNO STATE DEBT MANAGEMENT OFFICE (DMO),23010105,PURCHASE OF MOTOR VEHICLES,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124007200,Reform of Government and Governance - General
Purchase Of 15 Nos. of Executive Tables And 15 Nos. of Executive Swivel Chairs And 30 Nos. of Visitors chairs for Debt Management Office.,0.0,3500000.0,3500000.0,0.0,3500000.0,0.0,0.0,213,0.72549,0.74346,022000200100,BORNO STATE DEBT MANAGEMENT OFFICE (DMO),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124007300,Reform of Government and Governance - General
Purchase Of 5 Nos. of Hp 8Gb Ram Laptops & 10Nos. of 4Gb Ram Desktop 17 Inch Screen for Debt Management Office.,0.0,4000000.0,4000000.0,0.0,4000000.0,0.0,0.0,213,0.73366,0.75163,022000200100,BORNO STATE DEBT MANAGEMENT OFFICE (DMO),23010113,PURCHASE OF COMPUTERS,70112,FINANCIAL AND FISCAL AFFAIRS,20822100,MAIDUGURI METRO,13100124007400,Reform of Government and Governance - General
