project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Purchase of 5nos. of Hp Computer Printers.,4000000.0,4000000.0,0.0,0.0,0.0,346,0.31832,0.33679,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23010114,PURCHASE OF COMPUTER PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034200,Reform of Government and Governance - General
Purchase of 3Nos. Of Sharp Photo Copying Machines.,4000000.0,4000000.0,0.0,0.0,0.0,346,0.32839,0.34687,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034300,Reform of Government and Governance - General
Purchase of 1 Nos. of Scanners Machines.,1000000.0,1000000.0,0.0,0.0,0.0,346,0.33931,0.35779,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23010118,PURCHASE OF SCANNERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034500,Reform of Government and Governance - General
Purchase of 1 Nos. KVA Generator Sets.,4000000.0,4000000.0,0.0,0.0,0.0,346,0.35023,0.36871,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23010119,PURCHASE OF POWER GENERATING SET,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034600,Reform of Government and Governance - General
"Purchase of Security equipment (5 Nos. of Dictectors, 20 Nos of Rain Boots and 20 Nos. of Torch Lights).",6000000.0,6000000.0,0.0,0.0,0.0,346,0.36031,0.37879,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23010128,PURCHASE OF SECURITY EQUIPMENT,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034700,Reform of Government and Governance - General
Construction and Provision of Office Accommodation for the Staff,400000000.0,400000000.0,0.0,0.0,0.0,346,0.37123,0.38971,032600200100,BAUCHI STATE PUBLIC COMPLAINT AND ANTI-CORRUPTION COMMISSION,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70361,PUBLIC ORDER AND SAFETY N.E.C.,20542400,STATE WIDE,13100123034800,Reform of Government and Governance - General
Construction and Provision of Ultra Modern Women Centre in the State Capital Bauchi (Phase I),470000000.0,390000000.0,0.0,10000000.0,0.0,346,0.42498,0.44346,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123010200,Gender - General
Purchase and Supply of Kitchen and Cooking Equipment to Support Women in Food and Nutrition preparation of Local (RUTF),125000000.0,470000000.0,0.0,50000000.0,50000000.0,346,0.43506,0.45354,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23010120,PURCHASE OF CANTEEN / KITCHEN EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123010300,Gender - General
Purchase of Medical Equipment to Support Women in Maternal Neo-Natal Healthcare Delivery.,150000000.0,125000000.0,0.0,50000000.0,50000000.0,346,0.44598,0.46446,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123010400,Gender - General
Purchase and Supply Water Drums and Sanitation Equipment to Support Women in ehancing Sanitation and Hygiene in Homes.,320000000.0,150000000.0,0.0,200000000.0,0.0,346,0.4569,0.47537,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23010146,PURCHASE OF WATER FACILITIES /EQUIPMENTS,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123010500,Gender - General
Provision of Assorted Books and Learning Materials for Girl Child Education,255000000.0,320000000.0,0.0,50000000.0,0.0,346,0.46782,0.48629,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123010600,Gender - General
"Repairs and Renovation of the Social Welfare Office at Jama'are,",35000000.0,255000000.0,0.0,40000000.0,0.0,346,0.47789,0.49637,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,20521100,JAMA'ARE,07100123010700,Gender - General
Repairs and Renovation of the Social Welfare Office Building at Dass,35000000.0,35000000.0,0.0,40000000.0,0.0,346,0.48881,0.50729,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,20530600,DASS,07100123010800,Gender - General
Repairs and Renovation of the Social Welfare Office Building at Darazo,35000000.0,35000000.0,0.0,40000000.0,0.0,346,0.49973,0.51821,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,20510500,DARAZO,07100123010900,Gender - General
Purchase of Application Software for Programmes on Gender-Based Violence documentation.,10000000.0,35000000.0,0.0,15000000.0,0.0,346,0.51065,0.52913,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23050102,COMPUTER SOFTWARE ACQUISITION,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123011000,Gender - General
"Purchase and Supply of Skills Acquisition Equipment (Cloth Weaving Machines, Tailoring Machines, Hair",500000000.0,500000000.0,0.0,1000000000.0,0.0,346,0.52073,0.53921,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 71041 - FAMILY AND CHILDREN,,"Dressing Machines, etc.) for Women Empowerment in the State.",20542400,STATE WIDE,07100123011100,Gender - General
Purchase of 50 Units Office Tables & Chairs/ Fittings,130000000.0,140000000.0,0.0,25000000.0,0.0,346,0.53165,0.55012,051400100100,MINISTRY OF WOMEN AFFAIRS AND CHILD DEV.,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123011200,Gender - General
Purchase of land for costruction of OVC facilities,15000000.0,15000000.0,0.0,65000000.0,0.0,346,0.5854,0.60388,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010101,PURCHASE / ACQUISITION OF LAND,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123004400,Gender - General
Purch. of 6no. Motor Cycles to OVC Bauchi,3000000.0,3000000.0,0.0,8000000.0,0.0,346,0.59548,0.61396,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010104,PURCHASE MOTOR CYCLES,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123004500,Gender - General
Purchase of Motor 15 seater Bus,25000000.0,25000000.0,0.0,55000000.0,0.0,346,0.6064,0.62487,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010108,PURCHASE OF BUSES,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123004600,Gender - General
Purchase of 60 Units Executives Table and chairs offices at the hqtrs,15000000.0,15000000.0,0.0,20000000.0,0.0,346,0.61732,0.63579,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123004700,Gender - General
Purchase of 30no. Desktop Computers for ICT vocational center,20000000.0,20000000.0,0.0,20000000.0,0.0,346,0.62823,0.64671,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010113,PURCHASE OF COMPUTERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123004800,Gender - General
Purchse of 20 (units) of Computes Printers to OVC headquters.,10000000.0,10000000.0,0.0,10000000.0,0.0,346,0.63831,0.65679,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010114,PURCHASE OF COMPUTER PRINTERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123004900,Gender - General
Purchase and Provision of 30 Nos. of Fire Extinguishers and 25 Nos. of Fire Alarm Equipment.,20000000.0,20000000.0,0.0,20000000.0,0.0,346,0.64923,0.66771,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123005000,Gender - General
Purchase of assorted text Books and writing material to all OVC schools.,10000000.0,10000000.0,0.0,10000000.0,0.0,346,0.66015,0.67863,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005100,Gender - General
"Purchase of Sport Wears, and Kits for Students, and Field Events Sporting Equipment to OVC schools",10000000.0,10000000.0,0.0,14000000.0,0.0,346,0.67023,0.68871,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010126,PURCHASE OF SPORTING / GAMING EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005200,Gender - General
Purchase of Instructional Materials for use by Students and Teachers in OVC Schools of the State.,15000000.0,15000000.0,0.0,15000000.0,0.0,346,0.68115,0.69962,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005300,Gender - General
"Purchase of CCTV Cameras, Security Detectors, and Alarm System at OVC Hqtrs, Bauchi",3000000.0,3000000.0,0.0,5000000.0,0.0,346,0.69206,0.71054,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010128,PURCHASE OF SECURITY EQUIPMENT,71041,FAMILY AND CHILDREN,20530200,BAUCHI,07100123005400,Gender - General
Purchase of Skill Acquisition Machines and Equipment for OVC Skill Acquisition Centres/Caregivers in the,25000000.0,25000000.0,0.0,30000000.0,0.0,346,0.70298,0.72146,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 71041 - FAMILY AND CHILDREN,,State.,20542400,STATE WIDE,07100123005500,Gender - General
Purchase of Bedding Materials and Clothing for OVC Schools in the State.,15000000.0,15000000.0,0.0,15000000.0,0.0,346,0.71306,0.73154,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010143,PURCHASE OF BEDDINGS/CLOTHING MATERIALS,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005600,Gender - General
Construction of ICT Infrastructure at OVC Hqrts and Schools in the State,20000000.0,20000000.0,0.0,20000000.0,0.0,346,0.72398,0.74246,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005700,Gender - General
Construction of Staff Quarters in OVC Schools in the State.,10000000.0,10000000.0,3248000.0,13000000.0,0.0,346,0.7349,0.75338,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005800,Gender - General
Purchase and Supply of Beddings and Clothing for OVC Students through the Saudi Fund for Development,100000000.0,100000000.0,0.0,100000000.0,0.0,346,0.74498,0.76345,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010143,PURCHASE OF BEDDINGS/CLOTHING MATERIALS,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123005900,Gender - General
Purchase of computer application software for the computerization of OVC activities.,10000000.0,10000000.0,0.0,10000000.0,0.0,346,0.7559,0.77437,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23050102,COMPUTER SOFTWARE ACQUISITION,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123006000,Gender - General
Monitoring and Supervision of OVC Programmes and Projects in the State,10000000.0,10000000.0,0.0,20000000.0,0.0,346,0.76681,0.78529,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23050103,MONITORING AND EVALUATION,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123006100,Gender - General
Purchase and Supply of Instructional Materials for the facilitation of Teaching and Learning through the Integrated Child Health and Social Services (USAID Project),20000000.0,20000000.0,0.0,0.0,0.0,346,0.77773,0.79621,051400200100,AGENCY FOR ORPHANS AND VULNERABLE CHILDREN (BASOVCA),23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,07100123006200,Gender - General
Purchase of 4500 Nos. of Chairs and 4500 Tables for Students in State Government Schools of the State.,1000000000.0,300000000.0,216913600.0,2300000000.0,0.0,346,0.83065,0.84912,051700100100,MINISTRY OF EDUCATION,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050223000200,Furnishing
Purchase of 1500 Units of OfficeTables & Chairs for School Teachers in the State,750000000.0,510000000.0,500600115.0,125000000.0,0.0,346,0.84156,0.86004,051700100100,MINISTRY OF EDUCATION,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050223000300,Furnishing
Provision of Instructional materials for Secondary Schools in the State,500000000.0,500000000.0,400511600.0,125000000.0,0.0,346,0.85248,0.87096,051700100100,MINISTRY OF EDUCATION,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05040223000400,Instructional and learning materials
Purchase of 4 Nos. of Mobile Multipurpose Laboratory Vehicles for Secondary Schools,350000000.0,10000000.0,0.0,100000000.0,0.0,346,0.86256,0.88104,051700100100,MINISTRY OF EDUCATION,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050323000500,Libraries and laboratories
Purchase of Gymnasium and Sporting Kits for recreational activities at theHeadquarters Bauchi,5000000.0,5000000.0,0.0,5000000.0,0.0,346,0.87348,0.89196,051700100100,MINISTRY OF EDUCATION,23010130,PURCHASE OF RECREATIONAL FACILITIES,70922,UPPER-SECONDARY EDUCATION,20530200,BAUCHI,05100123000600,Education Not Elsewhere Classified
Provision of Solar Power Street Lights in 10 nos. Boarding Schools,0.0,0.0,0.0,50000000.0,0.0,346,0.8844,0.90288,051700100100,MINISTRY OF EDUCATION,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050125000100,Schools’ infrastructure construction and rehabilitation
Construction / Provision of Water Facilities in secondary schools under AGILE Project,100000000.0,10000000.0,0.0,90000000.0,0.0,346,0.89532,0.91379,051700100100,MINISTRY OF EDUCATION,23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050423000800,"Water, sanitation and hygiene"
Construction of 8 nos. of Classrooms Block at New GSS Bauchi,20000000.0,20000000.0,0.0,30000000.0,0.0,347,0.09323,0.1117,051700100100,MINISTRY OF EDUCATION,23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70922,UPPER-SECONDARY EDUCATION,20530200,BAUCHI,05050123000900,Schools’ infrastructure construction and rehabilitation
Construction of 6 nos of Classrooms Blocks at GDSS Ganye,0.0,0.0,0.0,150000000.0,0.0,347,0.10415,0.12262,051700100100,MINISTRY OF EDUCATION,23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050125000100,Schools’ infrastructure construction and rehabilitation
AGILE Projects (Constructions of 42 Schools in the State),2000000000.0,1000000000.0,1789450133.0,5091324800.0,0.0,347,0.11506,0.13354,051700100100,MINISTRY OF EDUCATION,23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050123002200,Schools’ infrastructure construction and rehabilitation
Purchase of Instructional Materials for the improvement of teaching and learning in secondary schools (UNICEF),90000000.0,90000000.0,0.0,200000000.0,0.0,347,0.12598,0.14446,051700100100,MINISTRY OF EDUCATION,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050123002300,Schools’ infrastructure construction and rehabilitation
Purchase of 20 Nos. of Computers for the Mass Computer Literacy Program,10000000.0,10000000.0,0.0,100000.0,0.0,347,0.13606,0.15454,051700100100,MINISTRY OF EDUCATION,23010113,PURCHASE OF COMPUTERS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050123002400,Schools’ infrastructure construction and rehabilitation
Purchase of Computers for the Mass Computer Literacy Project.,5000000.0,5000000.0,0.0,0.0,0.0,347,0.14698,0.16546,051700100100,MINISTRY OF EDUCATION,23010113,PURCHASE OF COMPUTERS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05060123002500,"ICT equipment, software and expertise"
AGILE Project Purchase of Computer Application Software for Education Management Information System (EMIS),50000000.0,50000000.0,0.0,50000000.0,0.0,347,0.1579,0.17638,051700100100,MINISTRY OF EDUCATION,23050102,COMPUTER SOFTWARE ACQUISITION,70922,UPPER-SECONDARY EDUCATION,20530200,BAUCHI,05060123002600,"ICT equipment, software and expertise"
Rehabilitation of 40 nos of Blown-Off Secondary Schools Across the State.,1500000000.0,1500000000.0,2141421314.4,50000000.0,0.0,347,0.16798,0.18645,051700100100,MINISTRY OF EDUCATION,23030106,REHABILITATION / REPAIRS - PUBLIC SCHOOLS,70922,UPPER-SECONDARY EDUCATION,20542400,STATE WIDE,05050123002700,Schools’ infrastructure construction and rehabilitation
"Renovation of 10 nos. of Classrooms, the Administration Block and 2 nos. of Hostels at GHUKUC Bauchi",0.0,0.0,0.0,100000000.0,0.0,347,0.1789,0.19737,051700100100,MINISTRY OF EDUCATION,23030106,REHABILITATION / REPAIRS - PUBLIC SCHOOLS,70922,UPPER-SECONDARY EDUCATION,20530200,BAUCHI,05050124000500,Schools’ infrastructure construction and rehabilitation
